Timestamp (steady),Current Tx,Ty,Tz,Rx,Ry,Rz,Score,RMSE3D
1747315447282,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1747315447315,0.004652202812299708,-0.0034881928356823924,0.02366730506712726,2.8481601886141646e-05,2.682053077140978e-05,-3.702601639593175e-05,100.0,0.461751661983709
1747315447382,-0.009843500846754723,0.0064360719145838885,0.035386745274636554,2.2987082486379796e-05,3.190508765515965e-05,-3.7189761035770917e-06,100.0,0.47501325401029554
1747315447415,0.004094128581333121,0.01957060610938525,0.0037786079267022386,9.962196043312356e-06,6.610080139246577e-06,-8.1583191102317e-06,100.0,0.46443419283584236
1747315447482,0.0029382011845499206,-0.02826233158247483,0.042681590929493175,2.7263726639146694e-05,1.5302954895490828e-05,5.615036926353725e-06,100.0,0.4177008541620318
1747315447515,0.009618304064595636,-0.011757269600902108,0.007961319337246843,5.023677838790842e-06,7.97341380209815e-06,-2.5204845777730896e-05,100.0,0.4350721765169408
1747315447583,-0.0017539939515760256,-0.004087872821609166,0.01979116246535358,2.43199518696931e-05,2.665205597907061e-05,-2.9238701209144345e-05,100.0,0.46568516609383087
1747315447616,0.004450001471229995,-0.006092833476103677,0.0438184511164965,2.6299907590299363e-05,-1.134500873867239e-05,-2.5909956299695775e-05,100.0,0.463559380760415
1747315447682,0.006176171522383878,0.010205089932587544,0.012229919207376698,7.874264890566253e-06,-2.0223643622863108e-05,-4.547253547690749e-06,100.0,0.4661181847634576
1747315447715,0.003359194180452814,0.0023308288552932196,0.02338085210889801,1.1603368038879914e-05,3.934635749591742e-05,1.6151683262291562e-06,100.0,0.41591898359443574
1747315447782,-0.006365869894252009,0.01021690552985484,0.004137989927337159,1.018804151483946e-05,2.240296295052957e-05,1.924363257191041e-05,100.0,0.4135997371318954
1747315447815,0.002353404421774204,-0.0048088170849560795,0.020142301944423385,2.067495675132648e-05,2.3968334723845075e-05,-3.8144113924213114e-05,100.0,0.46221757719839596
1747315447882,0.0012507416570376293,0.031639595563674905,0.020687865962214648,3.025106092243044e-05,1.3705367354788223e-05,-4.2898001970247135e-05,100.0,0.4195704031268575
1747315447950,0.011771135975933282,0.007860427431051148,0.013430154283392389,2.361785053105095e-05,-2.6679645871885427e-05,-3.812901415740536e-05,100.0,0.47217950153486005
1747315447983,0.015555300956066028,0.013379051109375942,0.017855904978750524,1.3838004794497622e-05,6.514917401778675e-06,-6.720300072683542e-05,100.0,0.4714812325537557
1747315448016,-0.023022847454283044,0.0019812557267747067,0.0005189163549064417,2.5073341015785003e-06,2.2743460907248547e-05,6.25534769995489e-05,100.0,0.4518330502815442
1747315448083,-0.009883563046545068,0.03000409786549858,-0.002567310633453469,1.8372650698810616e-05,1.151182521952343e-05,-3.2073755179551294e-05,100.0,0.4590448850585182
1747315448116,-0.0033791141730680468,0.021903328459041034,0.025868135836723278,4.354299656402064e-06,3.143522606863236e-05,-2.4380829864933926e-05,100.0,0.45151852865045755
1747315448183,0.010944453943167193,0.007611737935034947,0.0037170687159803584,-1.1256991599054643e-05,1.0415340552016872e-05,-5.141793374063746e-05,100.0,0.46676200470981405
1747315448216,0.002209291746669567,-0.012103934945113887,0.03411386880374927,1.4708553195263713e-05,-2.877455562155795e-05,2.8520885094290687e-06,100.0,0.44010587260426925
1747315448283,-0.005939456387455594,0.00418211140905275,0.0059896533515042755,2.36593289847328e-06,1.4324992946512793e-05,-3.5937368040716133e-06,100.0,0.47730317087692875
1747315448350,0.0031967588563243422,-0.004169461552069439,0.0049999302230782335,1.1243747422711254e-05,3.468714522725236e-05,-6.281617749951705e-05,100.0,0.451660048365708
1747315448384,-0.0066607421302718895,0.012921755240406261,0.04090984101831875,3.222989342504733e-05,2.2807957199999507e-05,5.1739812802448245e-06,100.0,0.45946065363842764
1747315448416,0.016655856028042638,0.005260843642883603,0.007745539138111457,4.96716346737396e-06,2.8973097134787906e-06,-5.423011214474182e-05,100.0,0.44560450868805146
1747315448483,0.0016805351427542571,0.02054017013534282,0.006245033994485386,2.0266744845690865e-05,2.1158279249977596e-05,-1.5117299055179865e-05,100.0,0.428735678546765
1747315448550,-0.002010736774384266,-0.015765802116258006,0.0202069091845989,2.1961105911097873e-06,-1.4023450525035841e-05,1.7604832038311096e-05,100.0,0.4372606910600512
1747315448583,-0.0060243838837939654,-0.012935959172093751,0.010528925084702646,8.957903549081572e-06,2.6279886421676224e-05,-3.4752624052982665e-05,100.0,0.41061826340541474
1747315448650,0.0009007287189763658,0.020455347184801926,0.029770696288616734,2.2341207725755466e-05,4.3787975040343596e-05,-5.44087902178699e-05,100.0,0.4658786229470146
1747315448683,0.018589084154781464,-0.019117252711851704,0.02178278756702056,-5.618433829371908e-06,4.815175594918841e-06,-8.474263168099734e-05,100.0,0.43859034169351374
1747315448750,-0.0018185351416401291,0.011543884894383745,0.016646728459565524,1.810309012196161e-05,3.4349293713820117e-06,-2.3226176836964706e-06,100.0,0.4713250618992228
1747315448783,-0.009525905567468561,0.006690553286192488,0.01010525638855647,1.854518077950388e-05,-1.547211624042255e-05,3.555587528362828e-05,100.0,0.4554653705483125
