Timestamp (steady),Current Tx,Ty,Tz,Rx,Ry,Rz,Score,RMSE3D
1775668616335,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1775668616404,-0.03635040320027457,0.35307544526408247,-0.010440826795953461,0.00025168713427640673,-4.704102247954367e-05,0.00023678160381818364,100.0,0.7472900956666261
1775668616467,0.006675443346009873,0.726729558870249,-0.010468783852930397,-3.119596816995781e-05,0.0007948912023842958,0.0009327226959740416,100.0,0.8239707095645664
1775668616514,0.0038517626963007643,0.9655916373949581,-0.051432219098443074,0.0002963319478985234,0.0004211865272527593,0.00052809405858128,100.0,0.8393309346764775
1775668616587,-0.02055784501755448,1.3402349272769245,-0.011269068380194393,0.0008869939906151627,0.0006082253641073176,0.0007309589548931034,100.0,0.842537062439787
1775668616662,-0.03069443965590554,1.823825497842041,-0.02515535446061916,0.0004992370893747088,0.0007261871973212042,0.0001084086820966002,100.0,0.8766561283172286
1775668616737,-0.06408663737511629,2.1920705487961665,-0.04540454285506428,0.0006919427149114675,0.0007294284479262281,-0.0009095806083051517,100.0,0.9063605885908617
1775668616811,-0.056662850674089646,2.5430992446729417,-0.05009590289375271,0.00156192296798152,0.0008155157559892601,-0.00022931363251128996,100.0,0.9293698050697444
1775668616887,-0.09451698691284548,2.919681948076541,-0.1353475189727485,0.001884372440489891,0.00041806704903812886,-0.0005249336447239181,100.0,0.9328235821854898
1775668616974,-0.11015943720765259,3.1401527296811245,-0.11626397380516583,0.0019704331078063205,0.0011615201158625688,-0.0007702076044315991,100.0,0.953258809765619
1775668617039,-0.1142855296412711,3.7223618426951983,-0.1120785537620656,0.002252956638013084,0.000454355107224913,-0.00019171956260762317,100.0,0.9755191997082036
1775668617081,-0.09479441740994886,3.7590382621720058,-0.10608871382272814,0.0023042304997633457,0.0005319267116501436,-0.0006023204640906708,100.0,0.9895269846352387
1775668617160,-0.12322104315860499,4.153270541364721,-0.10126474265743657,0.0028200845525511416,0.0012447705201745762,-0.000411882057057779,100.0,1.0033901598111896
1775668617226,-0.07810579464843884,4.462677463588602,-0.1232536917787651,0.0026457073954700345,0.00226217519829075,-0.0003472441905790066,100.0,0.9978768118622314
1775668617274,-0.09765647277163657,4.62056010741751,-0.22310461919319202,0.0037935803651980805,0.0007966512267902903,0.0006877917017327039,100.0,1.0272658160766297
1775668617349,-0.1045010961025982,5.107495277033337,-0.2085342081678454,0.004173774876703652,0.0010916905818927347,0.00031311916602866016,100.0,1.0366785985488012
1775668617423,-0.054680522679132315,5.518349955091822,-0.16200700966553314,0.0038187707937595503,0.0003935055955262001,-0.00012962539886483913,100.0,1.0600888537761561
1775668617497,-0.09077703590946509,5.853172054890472,-0.22756196985207927,0.004003706410524286,0.0005684217052324136,-0.00014214807906455474,100.0,1.072232732849945
1775668617573,-0.1328371200910744,6.179124401828175,-0.20185076800588853,0.0045813844015884534,0.0005857360493259911,0.0008151233064877912,100.0,1.1054475968304573
1775668617647,-0.10039666025655967,6.425075250079312,-0.24403931632753528,0.004753983543353844,0.0011014615371047753,2.799041741493799e-05,100.0,1.1091106659006875
1775668617723,-0.13995435603428635,6.407990973483401,-0.2041002214398724,0.004601338915375926,0.0005565400583824598,-0.00037283552990347415,100.0,1.1003050660292555
1775668617767,-0.1352037458223259,6.421876988606987,-0.17473541703553072,0.004204429844646531,0.00017502006300817996,-0.00017215044902568971,100.0,1.092521751846037
1775668617799,-0.11435278193733231,6.452462915906471,-0.21282050983312165,0.004340367602417625,-0.000265849907299609,-0.00039829014846507003,100.0,1.0835587362779586
1775668617842,-0.08838667098212033,6.426098710590037,-0.22282447367408328,0.00455800323642483,-0.00017667706862711796,6.247714538592207e-05,100.0,1.073058808920577
1775668617873,-0.13826944773749508,6.433927874139691,-0.23202449707812658,0.004542325626248098,-4.1815455902982634e-05,-0.00041831979251154847,100.0,1.1074696851472365
1775668617947,-0.13540190466864396,6.4373165875590415,-0.2098690349695734,0.004370621230065285,0.0008177776873423692,-0.0002833364763324018,100.0,1.1244731478440053
1775668617991,-0.12405742525994214,6.440900797272093,-0.21129678777391522,0.004540001419178409,0.0005070629102261748,0.00016850230217525537,100.0,1.0801115730755377
1775668618028,-0.13252584149571997,6.4062165687827175,-0.2155411710182096,0.004691871006936669,0.001935843410009186,0.00032447379595220826,100.0,1.0797675374663216
1775668618066,-0.16537316109262842,6.329165221933449,-0.2281832139808726,0.004769459631328122,0.0009421585808957467,0.0008512796224565485,100.0,1.0966625946806265
1775668618133,-0.12443544868471913,6.314350405483785,-0.15627754641384042,0.004550364110311491,-0.00044918391827009074,-0.0006149628279685489,100.0,1.09371432980621
1775668618185,-0.09995928331372296,6.392202694114687,-0.1393510207929448,0.004770602068739076,-0.00043834657834485036,-0.0012301066750422022,100.0,1.0911419812554166
1775668618215,-0.0953288489156197,6.42665674273351,-0.15865402758549293,0.004264619709942613,0.00024126989566419788,-2.3671117365069334e-05,100.0,1.0661471004975707
