Timestamp (steady),Current Tx,Ty,Tz,Rx,Ry,Rz,Expected Tx,Ty.1,Tz.1,Rx.1,Ry.1,Rz.1,Score,RMSE3D
1747315453755,-0.009265751450310996,0.00472853161921655,-0.039604690670252345,-2.1124657618244124e-06,5.106502674756541e-05,2.518983092224277e-05,0,10,0,0,0,0,100.0,0.4630424529765659
1747315453855,0.00025830232172725456,-0.0008729094087172603,-0.03410884077558475,-2.0320965494659986e-05,3.187315986119543e-05,-2.5842719875331492e-05,0,10,0,0,0,0,100.0,0.44006261027491433
1747315453922,-0.006701318590340382,-0.008868487035551344,-0.011717042025611883,-8.028381184049921e-05,2.9493871991359555e-05,8.12271268401782e-06,0,10,0,0,0,0,100.0,0.47839476419880306
1747315453955,0.004291805909132527,-0.00197594595200368,-0.0417963117658464,-3.7758924016864115e-05,-7.753633656681913e-06,-5.001552415185984e-06,0,10,0,0,0,0,100.0,0.45320647315536
1747315454022,-0.006654986277438028,0.004888484805246696,-0.03644072030100504,-6.225430931133217e-05,9.849123527794212e-05,-4.3013078882752086e-05,0,10,0,0,0,0,100.0,0.515338740653347
1747315454055,0.000847709763809527,-0.002257484253074006,-0.012542683608671421,-4.67818407900549e-05,-3.665524572227241e-05,6.425473406340537e-07,0,10,0,0,0,0,100.0,0.48873791353258034
1747315454122,-0.005369515654754792,0.011022354751428978,-0.045745639546548145,-2.9029177145353185e-05,4.147349755534435e-05,4.160421724736229e-06,0,10,0,0,0,0,100.0,0.4523030160330781
1747315454155,-0.0034272774738664646,0.005179745007999988,-0.00851428376218054,9.225996241567832e-06,-2.2116322913490194e-05,1.550858723060734e-05,0,10,0,0,0,0,100.0,0.44014499773107346
1747315454222,0.009959223126675229,-0.0037538515150460907,-0.02233679216534039,-5.745994436903673e-05,-6.006744475883785e-05,-1.7243649431256606e-05,0,10,0,0,0,0,100.0,0.48741176590055013
1747315454255,-0.006071227435888754,0.005915578105419522,-0.03876503654999054,-4.709418724599689e-05,1.1864033091946169e-05,1.1958824402813549e-05,0,10,0,0,0,0,100.0,0.45031036431373284
1747315454322,-0.008066934374074086,0.005434322625939554,-0.0325660833039863,-5.165772712762903e-05,5.822640730968054e-05,-4.127325623333516e-06,0,10,0,0,0,0,100.0,0.4951815568957344
1747315454355,-0.004212431336196642,0.004848078819937189,-0.03967709335184724,1.064607707927668e-05,2.159144713664851e-05,-4.260702852654897e-06,0,10,0,0,0,0,100.0,0.4678989087670402
